Label,Preds
[[142.08879   16.890469 138.43793   21.973244  47.777866  50.242863]],[[145.47816   17.12946  141.59067   22.49021   50.45162   51.526497]]
[[142.25145   16.63333  138.68657   21.98667   47.622356  50.06829 ]],[[145.55089   17.006903 141.69292   22.528965  50.401657  51.466434]]
[[142.42249   16.348972 138.95125   21.995922  47.458786  49.886593]],[[145.64188   16.86296  141.82      22.557816  50.343113  51.397743]]
[[142.60779   16.033249 139.23943   22.00581   47.28902   49.702248]],[[145.75858   16.678251 141.98486   22.54393   50.262325  51.297516]]
[[142.80885   15.694633 139.54858   22.017311  47.105473  49.5036  ]],[[145.8975    16.458406 142.1822    22.502064  50.15098   51.16474 ]]
[[143.01266    15.3264065 139.8671     22.012424   46.913208   49.293297 ]],[[146.05626   16.209967 142.40756   22.441772  50.013775  51.004417]]
[[143.2248    14.929138 140.20035   22.00456   46.713474  49.076523]],[[146.23268   15.935116 142.65822   22.363916  49.852947  50.81846 ]]
[[143.44267   14.502106 140.54578   21.991434  46.501823  48.84863 ]],[[146.42714   15.630382 142.93549   22.269253  49.667137  50.60544 ]]
[[143.6702    14.049279 140.9068    21.957497  46.277264  48.597725]],[[146.63681   15.297796 143.23611   22.156628  49.454025  50.363758]]
[[143.90816   13.579433 141.27635   21.908241  46.027954  48.315315]],[[146.85707   14.942511 143.5541    22.025938  49.21588   50.095116]]
[[144.15508   13.090353 141.65663   21.857382  45.76035   48.02177 ]],[[147.14706   14.557993 143.95721   21.82014   48.83301   49.702507]]
[[144.4017    12.576217 142.04492   21.789948  45.491985  47.72941 ]],[[147.47185   14.144782 144.40634   21.640053  48.417606  49.230167]]
[[144.65503   12.045369 142.4435    21.723532  45.214455  47.444996]],[[147.80229   13.718539 144.86562   21.436695  47.975132  48.73348 ]]
[[144.90991   11.5009   142.84605   21.609495  44.913486  47.11054 ]],[[148.1389    13.275877 145.33685   21.202717  47.49476   48.20491 ]]
[[145.17014    10.9514885 143.25479    21.476856   44.60026    46.763424 ]],[[148.47813   12.820427 145.81534   20.940779  46.980568  47.648285]]
[[145.42564   10.395459 143.66107   21.310272  44.26056   46.38676 ]],[[148.81854   12.3526   146.29956   20.649319  46.43214   47.064384]]
[[145.68166    9.851481 144.06473   21.134304  43.89611   45.996685]],[[149.15605   11.875544 146.78424   20.333801  45.855984  46.457275]]
[[145.94081    9.319401 144.46803   20.92322   43.517334  45.576   ]],[[149.4914    11.388789 147.27036   19.988327  45.24998   45.826378]]
[[146.18677    8.796918 144.85837   20.683035  43.132168  45.14812 ]],[[149.82591   10.895477 147.75851   19.6129    44.616295  45.17671 ]]
[[146.4296     8.289673 145.24432   20.436037  42.738365  44.738163]],[[150.15715   10.399977 148.24469   19.214653  43.96278   44.51462 ]]
[[146.67075     7.7982283 145.62494    20.143126   42.317585   44.2786   ]],[[150.49431    9.902936 148.7378    18.798435  43.29244   43.845688]]
[[146.90671     7.3258624 145.99759    19.827356   41.877213   43.800743 ]],[[150.83305    9.413474 149.23045   18.375046  42.628323  43.18869 ]]
[[147.13478     6.8641257 146.36089    19.474995   41.425907   43.309273 ]],[[151.18452    8.920017 149.73854   17.910408  41.946117  42.532166]]
[[147.34941    6.439948 146.70326   19.099882  40.96292   42.808777]],[[151.54805    8.432463 150.25838   17.409874  41.254795  41.887535]]
[[147.56563    6.050874 147.03934   18.693518  40.478252  42.282005]],[[151.92262    7.941604 150.79147   16.872665  40.534477  41.23577 ]]
[[147.77509    5.698068 147.35815   18.253815  39.978924  41.73726 ]],[[152.29161     7.4658456 151.31522    16.32167    39.826744   40.60703  ]]
[[147.99138    5.385713 147.67268   17.80336   39.463573  41.17659 ]],[[152.64827     7.0104356 151.82053    15.771738   39.1457     40.008144 ]]
[[148.18408     5.1114774 147.95683    17.310665   38.935486   40.601116 ]],[[153.00429    6.558857 152.32498   15.20767   38.464237  39.416718]]
[[148.3621      4.8748302 148.2176     16.79501    38.404346   40.023838 ]],[[153.34727     6.1230683 152.81258    14.634701   37.791702   38.84159  ]]
[[148.53972     4.6803374 148.46738    16.255697   37.86521    39.437813 ]],[[153.67986    5.730103 153.287     14.079932  37.085487  38.227943]]
[[148.70009     4.5303717 148.68991    15.684198   37.319923   38.842915 ]],[[154.02238    5.345739 153.77371   13.614144  36.4118    37.56889 ]]
[[148.8429      4.4183974 148.88686    15.073826   36.77006    38.24235  ]],[[154.31325     5.3480024 154.1026     13.139464   35.678654   36.935986 ]]
[[148.97571    4.355835 149.06238   14.460552  36.2147    37.634872]],[[154.57906     5.449585  154.37901    12.6485405  34.94516    36.328026 ]]
[[149.10939     4.3334746 149.22978    13.845288   35.659893   37.030113 ]],[[154.84995     5.5638123 154.65355    12.112707   34.314503   35.691956 ]]
[[149.23167     4.3411593 149.38013    13.21922    35.12444    36.44241  ]],[[155.10786    5.684425 154.91014   11.551268  33.766804  35.051   ]]
[[149.3427      4.3952336 149.5068     12.584438   34.572056   35.83521  ]],[[155.33354     5.8005495 155.13376    10.998852   33.25175    34.444016 ]]
[[149.44528     4.4828687 149.61597    11.945408   34.01707    35.22261  ]],[[155.53249     5.9107366 155.33026    10.459404   32.762753   33.866295 ]]
[[149.5358     4.606057 149.70482   11.307903  33.466465  34.609028]],[[155.69987     6.0249577 155.49504     9.905766   32.235256   33.246323 ]]
[[149.62779     4.7640276 149.78557    10.685097   32.91075    33.99122  ]],[[155.83527     6.1374774 155.62775     9.34527    31.70446    32.62333  ]]
[[149.716       4.9651084 149.85081    10.073513   32.35555    33.368427 ]],[[155.94441     6.2434688 155.73445     8.787173   31.189425   32.019485 ]]
[[149.79538    5.186468 149.9026     9.476119  31.813349  32.757774]],[[156.01741    6.440573 155.77643    8.28213   30.685677  31.452747]]
[[149.87305     5.4389067 149.94333     8.910285   31.271416   32.14484  ]],[[156.07806     6.641996  155.80122     7.8106427  30.234941   30.949322 ]]
[[149.94153     5.7068787 149.97012     8.371543   30.735233   31.532997 ]],[[156.1176     6.85409  155.8029     7.342013  29.73832   30.40055 ]]
[[149.99869     5.991455  149.98076     7.8567758  30.203749   30.923817 ]],[[156.14156     7.0688195 155.78864     6.881861   29.20665    29.818375 ]]
[[150.05873     6.288041  149.9905      7.3809767  29.687275   30.332514 ]],[[156.15822     7.2853055 155.76672     6.4351315  28.63575    29.200146 ]]
[[150.11162     6.592173  149.99092     6.9343796  29.180254   29.748745 ]],[[156.15724    7.491572 155.7287     5.999047  28.063366  28.583263]]
[[150.16466     6.9058704 149.98717     6.5310593  28.68172    29.174114 ]],[[156.14394    7.664787 155.68393    5.57599   27.55943   28.039982]]
[[150.21799     7.2180343 149.98265     6.165197   28.1955     28.610237 ]],[[156.11797     7.8463693 155.62546     5.1497383  27.00296    27.44675  ]]
[[150.26163     7.5234537 149.96762     5.830227   27.728481   28.068388 ]],[[156.10063    8.004977 155.58151    4.766518  26.463163  26.874454]]
[[150.30185     7.8157716 149.94987     5.5435367  27.272879   27.535978 ]],[[156.08434    8.109982 155.551      4.561148  26.029308  26.421015]]
[[150.34781     8.110635  149.93626     5.3123856  26.831335   27.021666 ]],[[156.02       8.292037 155.45691    4.334913  25.674065  26.025612]]
[[150.39005    8.393411 149.91774    5.113445  26.411951  26.527702]],[[155.92331    8.501827 155.32434    4.10149   25.373894  25.679235]]
[[150.42508     8.666322  149.89166     4.9566946  26.00705    26.048336 ]],[[155.78145    8.706766 155.14772    3.884936  25.062292  25.331667]]
[[150.45346    8.922533 149.86055    4.844132  25.61497   25.583418]],[[155.61154     8.924953  154.9414      3.6888332  24.687378   24.927038 ]]
[[150.4768      9.157714  149.8254      4.7663603  25.23262    25.125332 ]],[[155.42674     9.159625  154.71805     3.5239348  24.242874   24.458572 ]]
[[150.4979     9.374758 149.7894     4.72754   24.866148  24.687222]],[[155.22101    9.411274 154.47168    3.384488  23.71842   23.91537 ]]
[[150.52023     9.578949  149.75497     4.7271633  24.509556   24.259293 ]],[[154.9989      9.651968  154.2107      3.2839987  23.187855   23.372742 ]]
[[150.54425     9.766704  149.72401     4.7680607  24.158863   23.8466   ]],[[154.83255     9.839347  154.01385     3.3540273  22.814005   22.997007 ]]
[[150.57169    9.935334 149.69913    4.839847  23.817749  23.450937]],[[154.79362     9.996888  153.94817     3.6178567  22.553665   22.740955 ]]
[[150.5956    10.08739  149.67159    4.949677  23.490875  23.078632]],[[154.82088   10.151649 153.94925    3.989024  22.289345  22.487041]]
[[150.61633   10.229618 149.64383    5.116194  23.182592  22.744137]],[[154.84438   10.317073 153.94627    4.395309  21.930748  22.147762]]
[[150.64194    10.359354  149.62344     5.3181863  22.89071    22.438498 ]],[[154.79466    10.453453  153.87172     4.8603244  21.623917   21.859322 ]]
[[150.66714   10.473935 149.60591    5.539613  22.602606  22.143219]],[[154.74072    10.552361  153.79448     5.3870635  21.53898    21.785995 ]]
[[150.68999    10.580316  149.58742     5.7885165  22.327732   21.871645 ]],[[154.65991   10.65309  153.6897     5.901285  21.463316  21.722527]]
[[150.71448   10.678695 149.5732     6.073722  22.07398   21.637688]],[[154.5855     10.753461  153.59167     6.3739057  21.396713   21.657486 ]]
[[150.73447   10.762477 149.55966    6.378266  21.829124  21.421034]],[[154.64948   10.798573 153.64604    6.635094  21.443533  21.66029 ]]
[[150.75366   10.834271 149.55096    6.690409  21.599417  21.224855]],[[154.78703   10.821279 153.77951    6.794522  21.562168  21.713291]]
[[150.76945   10.899307 149.54198    7.006765  21.390934  21.054222]],[[154.89626    10.8321705 153.88751     6.9510818  21.700031   21.78632  ]]
[[150.78513    10.958614  149.53577     7.3284893  21.198072   20.907366 ]],[[154.95622   10.842721 153.94632    7.092118  21.813892  21.832836]]
[[150.81284   11.007147 149.54459    7.648303  21.019583  20.776644]],[[154.96425   10.853423 153.95294    7.217451  21.899094  21.84946 ]]
[[150.83606    11.0469675 149.55176     7.9705224  20.852226   20.661522 ]],[[154.91464   10.855552 153.90353    7.323415  21.955965  21.844513]]
[[150.8507    11.08657  149.55205    8.277546  20.71216   20.574259]],[[154.80905   10.825983 153.80481    7.443037  21.981033  21.847248]]
[[150.86462   11.121304 149.5527     8.566359  20.593319  20.508078]],[[154.72714   10.789951 153.73216    7.591047  22.038555  21.892357]]
[[150.87823    11.15619   149.55536     8.8407345  20.499327   20.464819 ]],[[154.64226   10.76672  153.65437    7.743052  22.082726  21.920834]]
[[150.89618   11.183889 149.56412    9.085568  20.418663  20.430984]],[[154.56029   10.756733 153.57709    7.895863  22.114353  21.93067 ]]
[[150.91078   11.206161 149.57143    9.306021  20.359962  20.41758 ]],[[154.4822    10.759428 153.50111    8.047508  22.134277  21.923431]]
[[150.92204   11.2282   149.57751    9.504178  20.321625  20.422632]],[[154.40874    10.7742405 153.4266      8.203161   22.14162    21.897554 ]]
[[150.93108    11.2473545 149.58307     9.673593   20.307487   20.44682  ]],[[154.34059   10.798456 153.35654    8.36379   22.145262  21.859535]]
[[150.93669   11.263143 149.587      9.812499  20.312292  20.485298]],[[154.29443   10.844167 153.30458    8.517383  22.138092  21.796366]]
[[150.94313   11.275173 149.594      9.919387  20.332035  20.534134]],[[154.27063   10.912619 153.2709     8.658366  22.121792  21.709637]]
[[150.94502   11.284075 149.59851   10.005658  20.371307  20.598347]],[[154.2862    10.964016 153.28429    8.752746  22.141571  21.673763]]
[[150.9387    11.287872 149.59714   10.063505  20.424713  20.670538]],[[154.34323   11.01552  153.3422     8.79833   22.191086  21.670124]]
[[150.93068   11.290966 149.59456   10.122744  20.496124  20.757202]],[[154.38625    11.080063  153.38443     8.8132715  22.244894   21.660667 ]]
[[150.92195   11.288784 149.59317   10.148783  20.579426  20.848894]],[[154.42598   11.150246 153.42276    8.806938  22.291645  21.642035]]
[[150.90543   11.281936 149.58307   10.153674  20.670803  20.940022]],[[154.45776   11.223814 153.4526     8.783701  22.330395  21.615566]]
[[150.89333   11.268715 149.5789    10.143769  20.756777  21.019497]],[[154.48076   11.297115 153.47363    8.744805  22.361301  21.582298]]
[[150.88078   11.256098 149.5733    10.122836  20.855093  21.10497 ]],[[154.4874    11.365111 153.47928    8.692474  22.38401   21.541906]]
[[150.86316   11.24576  149.56252   10.085908  20.962234  21.194773]],[[154.45955   11.433365 153.45232    8.599373  22.406681  21.493538]]
[[150.84987   11.230906 149.55664   10.035703  21.07382   21.283089]],[[154.42625   11.505737 153.4194     8.477634  22.425198  21.438702]]
[[150.83159   11.217172 149.54477    9.976142  21.195759  21.376163]],[[154.38484   11.579201 153.37817    8.331573  22.437824  21.377483]]
[[150.8083    11.198668 149.52808    9.910298  21.319637  21.466524]],[[154.3317    11.653071 153.32469    8.157858  22.446894  21.312637]]
[[150.78236   11.17505  149.5096     9.83534   21.441946  21.548279]],[[154.27626    11.735057  153.26666     7.9152327  22.46267    21.24976  ]]
[[150.75847   11.14719  149.49481    9.747672  21.564959  21.622133]],[[154.17555   11.798783 153.16626    7.653771  22.467117  21.175144]]
[[150.7333    11.12448  149.47751    9.647067  21.690166  21.69737 ]],[[154.09108   11.841071 153.08246    7.452646  22.447468  21.091112]]
[[150.70976    11.101989  149.46207     9.5371685  21.81611    21.769484 ]],[[154.07002    11.894632  153.05322     7.3417892  22.399391   20.999811 ]]
[[150.68251   11.075904 149.4436     9.422088  21.936583  21.83086 ]],[[154.191     11.994427 153.1432     7.423805  22.310524  20.900879]]
[[150.65959   11.050754 149.42848    9.301296  22.053709  21.881783]],[[154.49716    12.168845  153.37363     7.9170218  22.196898   20.821917 ]]
[[150.638      11.024584  149.41304     9.1765585  22.166485   21.924833 ]],[[154.61304   12.323167 153.3711     8.690252  22.143131  20.80447 ]]
[[150.61389   10.999478 149.39514    9.051007  22.274221  21.96247 ]],[[154.64629   12.641816 153.23737    8.597528  22.763494  21.242973]]
[[150.58662   10.976439 149.37369    8.919941  22.37264   21.987873]],[[155.72798    12.797892  154.29417     7.7051935  22.771614   21.528156 ]]
[[150.56197   10.963263 149.35194    8.787356  22.472742  22.016645]],[[156.70554   12.433459 155.374      8.8477    21.680332  21.141201]]
[[150.53946    10.9527025 149.33107     8.655511   22.563406   22.034855 ]],[[156.8944    12.033132 155.64726    9.193342  21.449722  21.225693]]
[[150.51534   10.937604 149.30978    8.529486  22.638638  22.0434  ]],[[157.02629   11.733409 155.83212    9.029934  21.911703  21.7299  ]]
[[150.49265   10.918734 149.29091    8.406142  22.700386  22.04247 ]],[[157.04799   11.574118 155.88098    8.749019  22.261137  22.041416]]
[[150.47655   10.903687 149.27719    8.285127  22.749525  22.034222]],[[157.0002    11.476345 155.84744    8.435444  22.541092  22.282625]]
[[150.46097   10.895463 149.26299    8.172722  22.78948   22.025826]],[[156.9319    11.406815 155.78728    8.051502  22.818024  22.51254 ]]
[[150.44725   10.890083 149.24966    8.070806  22.81723   22.016077]],[[156.84108    11.312415  155.70331     7.7892556  23.120426   22.770855 ]]
[[150.4383    10.882024 149.24045    7.990229  22.832031  22.006456]],[[156.7396    11.210919 155.60843    7.561026  23.397772  23.02089 ]]
[[150.4319    10.875914 149.23297    7.919807  22.843704  22.001074]],[[156.6241    11.097378 155.50061    7.330148  23.6621    23.25687 ]]
[[150.42398    10.867896  149.22493     7.8643165  22.845      21.994255 ]],[[156.49054    10.9825    155.37474     7.1634336  23.847712   23.438602 ]]
[[150.41846    10.862258  149.21922     7.8229384  22.839018   21.991632 ]],[[156.35477   10.874412 155.24564    7.087022  23.915348  23.540092]]
[[150.42206   10.857487 149.22183    7.780448  22.825256  21.982952]],[[156.29346    10.796584  155.18561     7.0996327  23.863861   23.559113 ]]
[[150.42583    10.855838  149.22388     7.7441607  22.80722    21.973047 ]],[[156.39278    10.761507  155.27948     7.1252356  23.667463   23.465445 ]]
[[150.42856   10.857174 149.22443    7.716835  22.782967  21.963787]],[[156.52477   10.721685 155.40527    7.351399  23.3252    23.27179 ]]
